rang;name;nation;member_id;punkte
273;Maja MASCIBRODA;POL;17292;15
273;Julia STOPA;POL;29880;15
273;Roza SZYPEREK;POL;35213;15
273;Marta JAWOROWSKA;POL;43530;15
273;Agata SZELIGA;POL;26148;15
273;Maja SZYSZKOWSKA;POL;20697;15
273;Alina LIN;GER;47846;15
273;Barbora POLÍVKOVÁ;CZE;34045;15
273;Capucine PERONNE;FRA;17735;15
273;Medha PANDEY;NED;31759;15
273;Charlotte CROMMEN;BEL;44411;15
273;Linn NYSTRÖM;SWE;37231;15
273;Huan XU;SWE;40683;15
273;Hanne DEN HOND;BEL;16937;15
273;Davina HÄLLQVIST;SWE;18922;15
273;Nora MORÉN;SWE;34053;15
273;Elva HALLBERG;SWE;18837;15
273;Divyanshi ROY;SWE;12628;15
273;Yuhe HU;SWE;43631;15
273;Ekaterina ZHECHEVA;BUL;44664;15
273;Michaelia VOTSI;CYP;25269;15
273;Nina ZHANG;GER;36671;15
273;Julia SUI;GER;17587;15
273;Elen HANZELKOVÁ;CZE;17540;15
273;Ineke BLOCK;GER;20721;15
273;Amelie KASCHURA;GER;18303;15
273;Zuzanna LYSAK;POL;48637;15
273;Adelina FLOR;ROU;20054;15
273;Iana ONICA;ROU;34508;15
273;Ecrin KARA;TUR;19963;15
273;Ariana GIURGIEV;ROU;17990;15
273;Anna NIKOLAOU;CYP;39996;15
273;Kalina KOSEVA;BUL;17451;15
273;Patricia QNKULOVA;BUL;19358;15
340;Zuzanna ZEMLA;POL;95974;10
340;Ellen Mai LASSI;EST;38596;10
340;Darta ZANDBERGA;LAT;24443;10
340;Mara NEVEDOMSKA;LAT;20019;10
340;Papp EMMA REBEKA;HUN;10126;10
340;Ruya ADALI;TUR;30264;10
340;Ruilian XIA;CYP;29068;10
340;Kincso KADAR-NEMETH;HUN;17407;10
340;Yvonne BERNHOLTZ;SWE;48620;10
340;Tringa IBRAJ;KOS;18887;10
340;Cemile Idilsu YARDIM;TUR;25270;10
